_id,person_id,company,coll_name,year_film,year_ceremony,ceremony,category,name,film,winner,movie_id
5f8ed8cddc50381ff76a2670,204,false,oscar,2006,2007,79,ACTRESS IN A LEADING ROLE,kate winslet,"[""little"",""children""]",false,1440
5f8ed8cddc50381ff76a2679,17171,false,oscar,2006,2007,79,WRITING (Adapted Screenplay),tom perrotta,"[""little"",""children""]",false,1440
5f8ed8cddc50381ff76a3061,1639,false,oscar,1996,1997,69,ACTRESS IN A LEADING ROLE,emily watson,"[""breaking"",""the"",""waves""]",false,145
5f8ed8cddc50381ff76a364e,14520,false,oscar,1955,1956,28,DIRECTING,john sturges,"[""bad"",""day"",""at"",""black"",""rock""]",false,14554
5f8ed8cddc50381ff76a3650,41751,false,oscar,1955,1956,28,WRITING (Screenplay),millard kaufman,"[""bad"",""day"",""at"",""black"",""rock""]",false,14554
5f8ed8cddc50381ff76a3656,12147,false,oscar,1955,1956,28,ACTOR,spencer tracy,"[""bad"",""day"",""at"",""black"",""rock""]",false,14554
5f8ed8cddc50381ff76a3a6d,26160,false,oscar,1936,1937,9,WRITING (Screenplay),albert hackett,"[""after"",""the"",""thin"",""man""]",false,14588
5f8ed8cddc50381ff76a3a75,26159,false,oscar,1936,1937,9,WRITING (Screenplay),frances goodrich,"[""after"",""the"",""thin"",""man""]",false,14588
5f8ed8cddc50381ff76a3db3,89535,false,oscar,1936,1937,9,WRITING (Original Story),norman krasna,"[""fury""]",false,14615
5f8ed8cddc50381ff76a44e8,77135,false,oscar,1986,1987,59,ACTOR IN A LEADING ROLE,dexter gordon,"[""round"",""midnight""]",false,14670
5f8ed8cddc50381ff76a44ef,15193,false,oscar,1986,1987,59,MUSIC (Original Score),herbie hancock,"[""round"",""midnight""]",true,14670
5f8ed8cddc50381ff76a46ae,7182,false,oscar,1966,1967,39,MUSIC (Song),elmer bernstein,"[""hawaii""]",false,14689
5f8ed8cddc50381ff76a46c5,4308,false,oscar,1966,1967,39,CINEMATOGRAPHY (Color),russell harlan,"[""hawaii""]",false,14689
5f8ed8cddc50381ff76a46cc,146951,false,oscar,1966,1967,39,ACTRESS IN A SUPPORTING ROLE,jocelyne lagarde,"[""hawaii""]",false,14689
5f8ed8cddc50381ff76a4795,3635,false,oscar,1959,1960,32,ACTRESS,elizabeth taylor,"[""suddenly"",""last"",""summer""]",false,14698
5f8ed8cddc50381ff76a4798,6598,false,oscar,1959,1960,32,ACTRESS,katharine hepburn,"[""suddenly"",""last"",""summer""]",false,14698
5f8ed8cddc50381ff76a479e,989084,false,oscar,1959,1960,32,ART DIRECTION (Black-and-White),william kellner,"[""suddenly"",""last"",""summer""]",false,14698
5f8ed8cddc50381ff76a47a2,989083,false,oscar,1959,1960,32,ART DIRECTION (Black-and-White),oliver messel,"[""suddenly"",""last"",""summer""]",false,14698
5f8ed8cddc50381ff76a47d8,29800,false,oscar,1964,1965,37,COSTUME DESIGN (Black-and-White),dorothy jeakins,"[""the"",""night"",""of"",""the"",""iguana""]",true,14703
5f8ed8cddc50381ff76a47db,11968,false,oscar,1964,1965,37,CINEMATOGRAPHY (Black-and-White),gabriel figueroa,"[""the"",""night"",""of"",""the"",""iguana""]",false,14703
5f8ed8cddc50381ff76a49e8,77224,false,oscar,1977,1978,50,ACTRESS IN A SUPPORTING ROLE,quinn cummings,"[""the"",""goodbye"",""girl""]",false,14741
5f8ed8cddc50381ff76a49ec,3037,false,oscar,1977,1978,50,ACTOR IN A LEADING ROLE,richard dreyfuss,"[""the"",""goodbye"",""girl""]",true,14741
5f8ed8cddc50381ff76a49f4,19131,false,oscar,1977,1978,50,ACTRESS IN A LEADING ROLE,marsha mason,"[""the"",""goodbye"",""girl""]",false,14741
5f8ed8cddc50381ff76a49f7,584535,false,oscar,1977,1978,50,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),neil simon,"[""the"",""goodbye"",""girl""]",false,14741
5f8ed8cddc50381ff76a49fa,32790,false,oscar,1977,1978,50,BEST PICTURE,ray stark,"[""the"",""goodbye"",""girl""]",false,14741
5f8ed8cddc50381ff76a51e0,20140,false,oscar,1971,1972,44,SOUND,david hildyard,"[""fiddler"",""on"",""the"",""roof""]",true,14811
5f8ed8cddc50381ff76a51ec,112253,false,oscar,1971,1972,44,ACTOR IN A SUPPORTING ROLE,leonard frey,"[""fiddler"",""on"",""the"",""roof""]",false,14811
5f8ed8cddc50381ff76a51f6,13563,false,oscar,1971,1972,44,DIRECTING,norman jewison,"[""fiddler"",""on"",""the"",""roof""]",false,14811
5f8ed8cddc50381ff76a51f8,491,false,oscar,1971,1972,44,MUSIC (Scoring: Adaptation and Original Song Score),john williams,"[""fiddler"",""on"",""the"",""roof""]",true,14811
5f8ed8cddc50381ff76a51fc,8524,false,oscar,1971,1972,44,ART DIRECTION,peter lamont,"[""fiddler"",""on"",""the"",""roof""]",false,14811
5f8ed8cddc50381ff76a520a,47415,false,oscar,1971,1972,44,ART DIRECTION,michael stringer,"[""fiddler"",""on"",""the"",""roof""]",false,14811
5f8ed8cddc50381ff76a520e,10339,false,oscar,1971,1972,44,CINEMATOGRAPHY,oswald morris,"[""fiddler"",""on"",""the"",""roof""]",true,14811
5f8ed8cddc50381ff76a5225,61677,false,oscar,1983,1984,56,SHORT FILM (Animated),burny mattinson,"[""mickey"",""s"",""christmas"",""carol""]",false,14813
5f8ed8cddc50381ff76a5245,1760,false,oscar,1975,1976,48,MUSIC (Original Score),jerry goldsmith,"[""the"",""wind"",""and"",""the"",""lion""]",false,14815
5f8ed8cddc50381ff76a5267,1065698,false,oscar,1957,1958,30,SHORT SUBJECT (Live Action),norman mclaren,"[""a"",""chairy"",""tale""]",false,148176
5f8ed8cddc50381ff76a5411,57646,false,oscar,2009,2010,82,ANIMATED FEATURE FILM,henry selick,"[""coraline""]",false,14836
5f8ed8cddc50381ff76a5a0c,514,false,oscar,1973,1974,46,ACTOR,jack nicholson,"[""the"",""last"",""detail""]",false,14886
5f8ed8cddc50381ff76a5a14,1811,false,oscar,1973,1974,46,ACTOR IN A SUPPORTING ROLE,randy quaid,"[""the"",""last"",""detail""]",false,14886
5f8ed8cddc50381ff76a5a15,11057,false,oscar,1973,1974,46,WRITING (Screenplay--based on material from another medium),robert towne,"[""the"",""last"",""detail""]",false,14886
5f8ed8cddc50381ff76a5bf4,60085,false,oscar,2006,2007,79,CINEMATOGRAPHY,dick pope,"[""the"",""illusionist""]",false,1491
5f8ed8cddc50381ff76a5f40,1316124,false,oscar,1976,1977,49,DOCUMENTARY (Feature),anthony howarth,"[""people"",""of"",""the"",""wind""]",false,149347
5f8ed8cddc50381ff76a5f41,1316121,false,oscar,1976,1977,49,DOCUMENTARY (Feature),david koff,"[""people"",""of"",""the"",""wind""]",false,149347
5f8ed8cddc50381ff76a631a,1813,false,oscar,2008,2009,81,ACTRESS IN A LEADING ROLE,anne hathaway,"[""rachel"",""getting"",""married""]",false,14976
5f8ed8cddc50381ff76a6d10,1236458,false,oscar,2015,2016,88,WRITING (Original Screenplay),ronnie del carmen,"[""inside"",""out""]",false,150540
5f8ed8cddc50381ff76a6d14,84496,false,oscar,2015,2016,88,WRITING (Original Screenplay),josh cooley,"[""inside"",""out""]",false,150540
5f8ed8cddc50381ff76a6d24,12890,false,oscar,2015,2016,88,WRITING (Original Screenplay),pete docter,"[""inside"",""out""]",false,150540
5f8ed8cddc50381ff76a6d3d,7940,false,oscar,2015,2016,88,ANIMATED FEATURE FILM,jonas rivera,"[""inside"",""out""]",true,150540
5f8ed8cddc50381ff76a6d4a,1457025,false,oscar,2015,2016,88,WRITING (Original Screenplay),meg lefauve,"[""inside"",""out""]",false,150540
5f8ed8cddc50381ff76a6ebf,9027,false,oscar,2015,2016,88,COSTUME DESIGN,sandy powell,"[""cinderella""]",false,150689
5f8ed8cedc50381ff76a727b,33176,false,oscar,1964,1965,37,COSTUME DESIGN (Black-and-White),rené hubert,"[""the"",""visit""]",false,151138
5f8ed8cedc50381ff76a774e,3249,false,oscar,1936,1937,9,MUSIC (Scoring),max steiner,"[""the"",""garden"",""of"",""allah""]",false,151848
5f8ed8cedc50381ff76a77ce,89084,false,oscar,1938,1939,11,WRITING (Original Story),john howard lawson,"[""blockade""]",false,151911
5f8ed8cedc50381ff76a77cf,117854,false,oscar,1938,1939,11,MUSIC (Original Score),werner janssen,"[""blockade""]",false,151911
5f8ed8cedc50381ff76a78b7,602,false,oscar,1979,1980,52,ART DIRECTION,linda descenna,"[""star"",""trek"",""the"",""motion"",""picture""]",false,152
5f8ed8cedc50381ff76a78c0,1760,false,oscar,1979,1980,52,MUSIC (Original Score),jerry goldsmith,"[""star"",""trek"",""the"",""motion"",""picture""]",false,152
5f8ed8cedc50381ff76a78c5,1765,false,oscar,1979,1980,52,ART DIRECTION,harold michelson,"[""star"",""trek"",""the"",""motion"",""picture""]",false,152
5f8ed8cedc50381ff76a78c6,1763,false,oscar,1979,1980,52,ART DIRECTION,leon harris,"[""star"",""trek"",""the"",""motion"",""picture""]",false,152
5f8ed8cedc50381ff76a78c9,1096,false,oscar,1979,1980,52,ART DIRECTION,john vallone,"[""star"",""trek"",""the"",""motion"",""picture""]",false,152
5f8ed8cedc50381ff76a7b47,2178,false,oscar,2006,2007,79,ACTOR IN A LEADING ROLE,forest whitaker,"[""the"",""last"",""king"",""of"",""scotland""]",true,1523
5f8ed8cedc50381ff76a7c14,1133294,false,oscar,2013,2014,86,WRITING (Original Screenplay),craig borten,"[""dallas"",""buyers"",""club""]",false,152532
5f8ed8cedc50381ff76a7c15,59700,false,oscar,2013,2014,86,BEST PICTURE,robbie brenner,"[""dallas"",""buyers"",""club""]",false,152532
5f8ed8cedc50381ff76a7c29,7499,false,oscar,2013,2014,86,ACTOR IN A SUPPORTING ROLE,jared leto,"[""dallas"",""buyers"",""club""]",true,152532
5f8ed8cedc50381ff76a7c32,1287614,false,oscar,2013,2014,86,FILM EDITING,martin pensa,"[""dallas"",""buyers"",""club""]",false,152532
5f8ed8cedc50381ff76a7c34,10297,false,oscar,2013,2014,86,ACTOR IN A LEADING ROLE,matthew mcconaughey,"[""dallas"",""buyers"",""club""]",true,152532
5f8ed8cedc50381ff76a7c3c,1287613,false,oscar,2013,2014,86,BEST PICTURE,rachel winter,"[""dallas"",""buyers"",""club""]",false,152532
5f8ed8cedc50381ff76a7dd8,1027025,false,oscar,2013,2014,86,BEST PICTURE,megan ellison,"[""her""]",false,152601
5f8ed8cedc50381ff76a7ddc,5957,false,oscar,2013,2014,86,PRODUCTION DESIGN,gene serdena,"[""her""]",false,152601
5f8ed8cedc50381ff76a7de6,5953,false,oscar,2013,2014,86,WRITING (Original Screenplay),spike jonze,"[""her""]",true,152601
5f8ed8cedc50381ff76a7deb,6955,false,oscar,2013,2014,86,BEST PICTURE,vincent landay,"[""her""]",false,152601
5f8ed8cedc50381ff76a7df5,1087907,false,oscar,2013,2014,86,MUSIC (Original Score),owen pallett,"[""her""]",false,152601
5f8ed8cedc50381ff76a7f7a,1204,false,oscar,2013,2014,86,ACTRESS IN A SUPPORTING ROLE,julia roberts,"[""august"",""osage"",""county""]",false,152737
5f8ed8cedc50381ff76a7f7f,5064,false,oscar,2013,2014,86,ACTRESS IN A LEADING ROLE,meryl streep,"[""august"",""osage"",""county""]",false,152737
5f8ed8cedc50381ff76a7fe7,7537,false,oscar,2013,2014,86,SOUND EDITING,steve boeddeker,"[""all"",""is"",""lost""]",false,152747
5f8ed8cedc50381ff76a826d,1532,false,oscar,2003,2004,76,ACTOR IN A LEADING ROLE,bill murray,"[""lost"",""in"",""translation""]",false,153
5f8ed8cedc50381ff76a8274,1769,false,oscar,2003,2004,76,WRITING (Original Screenplay),sofia coppola,"[""lost"",""in"",""translation""]",true,153
5f8ed8cedc50381ff76a828a,1777,false,oscar,2003,2004,76,BEST PICTURE,ross katz,"[""lost"",""in"",""translation""]",false,153
5f8ed8cedc50381ff76a861a,2289,false,oscar,1966,1967,39,MUSIC (Original Music Score),john barry,"[""born"",""free""]",true,15347
5f8ed8cedc50381ff76a8792,38761,false,oscar,1961,1962,34,ACTOR,stuart whitman,"[""the"",""mark""]",false,153652
5f8ed8cedc50381ff76a88e9,2314,false,oscar,1960,1961,33,ACTOR IN A SUPPORTING ROLE,peter falk,"[""murder"",""inc""]",false,15375
5f8ed8cedc50381ff76a89bf,134,false,oscar,2004,2005,77,ACTOR IN A SUPPORTING ROLE,jamie foxx,"[""collateral""]",false,1538
5f8ed8cedc50381ff76a89dd,9615,false,oscar,2004,2005,77,FILM EDITING,jim miller,"[""collateral""]",false,1538
5f8ed8cedc50381ff76a8a00,10816,false,oscar,2004,2005,77,FILM EDITING,paul rubell,"[""collateral""]",false,1538
5f8ed8cedc50381ff76a8a99,78188,false,oscar,1990,1991,63,WRITING (Screenplay Written Directly for the Screen),whit stillman,"[""metropolitan""]",false,15389
5f8ed8cedc50381ff76a8cf5,7783,false,oscar,1991,1992,64,CINEMATOGRAPHY,adrian biddle,"[""thelma"",""louise""]",false,1541
5f8ed8cedc50381ff76a8d0b,17397,false,oscar,1991,1992,64,WRITING (Screenplay Written Directly for the Screen),callie khouri,"[""thelma"",""louise""]",true,1541
5f8ed8cedc50381ff76a8d12,16935,false,oscar,1991,1992,64,ACTRESS IN A LEADING ROLE,geena davis,"[""thelma"",""louise""]",false,1541
5f8ed8cedc50381ff76a8d34,17399,false,oscar,1991,1992,64,FILM EDITING,thom noble,"[""thelma"",""louise""]",false,1541
5f8ed8cedc50381ff76a8d39,578,false,oscar,1991,1992,64,DIRECTING,ridley scott,"[""thelma"",""louise""]",false,1541
5f8ed8cedc50381ff76a8d3a,4038,false,oscar,1991,1992,64,ACTRESS IN A LEADING ROLE,susan sarandon,"[""thelma"",""louise""]",false,1541
5f8ed8cedc50381ff76a8e44,70997,false,oscar,1964,1965,37,WRITING (Screenplay--based on material from another medium),edward anhalt,"[""becket""]",true,15421
5f8ed8cedc50381ff76a8e49,4123,false,oscar,1964,1965,37,BEST PICTURE,hal b. wallis,"[""becket""]",false,15421
5f8ed8cedc50381ff76a8e4b,1167476,false,oscar,1964,1965,37,ART DIRECTION (Color),john bryan,"[""becket""]",false,15421
5f8ed8cedc50381ff76a8e4c,5341,false,oscar,1964,1965,37,ACTOR,richard burton,"[""becket""]",false,15421
5f8ed8cedc50381ff76a8e4d,95332,false,oscar,1964,1965,37,ART DIRECTION (Color),maurice carter,"[""becket""]",false,15421
5f8ed8cedc50381ff76a8e59,243,false,oscar,1964,1965,37,CINEMATOGRAPHY (Color),geoffrey unsworth,"[""becket""]",false,15421
5f8ed8cedc50381ff76a8e5a,11857,false,oscar,1964,1965,37,ACTOR IN A SUPPORTING ROLE,john gielgud,"[""becket""]",false,15421
5f8ed8cedc50381ff76a8e5b,86659,false,oscar,1964,1965,37,DIRECTING,peter glenville,"[""becket""]",false,15421
5f8ed8cedc50381ff76a8e61,52025,false,oscar,1964,1965,37,MUSIC (Music Score--substantially original),laurence rosenthal,"[""becket""]",false,15421
5f8ed8cedc50381ff76a8e64,11390,false,oscar,1964,1965,37,ACTOR,"peter o'toole","[""becket""]",false,15421
5f8ed8cedc50381ff76a92ef,17448,false,oscar,2001,2002,74,WRITING (Screenplay Based on Material Previously Produced or Published),daniel clowes,"[""ghost"",""world""]",false,1548
5f8ed8cedc50381ff76a930a,17447,false,oscar,2001,2002,74,WRITING (Screenplay Based on Material Previously Produced or Published),terry zwigoff,"[""ghost"",""world""]",false,1548
5f8ed8cedc50381ff76a9412,29313,false,oscar,1949,1950,22,ACTOR IN A SUPPORTING ROLE,dean jagger,"[""twelve"",""o"",""clock"",""high""]",true,15497
5f8ed8cedc50381ff76a9419,8487,false,oscar,1949,1950,22,ACTOR,gregory peck,"[""twelve"",""o"",""clock"",""high""]",false,15497
5f8ed8cedc50381ff76a94c1,1638257,false,oscar,2008,2009,81,MAKEUP,"conor o'sullivan","[""the"",""dark"",""knight""]",false,155
5f8ed8cedc50381ff76a94c7,15327,false,oscar,2008,2009,81,ART DIRECTION,nathan crowley,"[""the"",""dark"",""knight""]",false,155
5f8ed8cedc50381ff76a94e4,1550832,false,oscar,2008,2009,81,SOUND MIXING,ed novick,"[""the"",""dark"",""knight""]",false,155
5f8ed8cedc50381ff76a94f6,138618,false,oscar,2008,2009,81,SOUND MIXING,gary rizzo,"[""the"",""dark"",""knight""]",false,155
5f8ed8cedc50381ff76a9503,1810,false,oscar,2008,2009,81,ACTOR IN A SUPPORTING ROLE,heath ledger,"[""the"",""dark"",""knight""]",true,155
5f8ed8cedc50381ff76a9507,1327030,false,oscar,2008,2009,81,SOUND MIXING,lora hirschberg,"[""the"",""dark"",""knight""]",false,155
5f8ed8cedc50381ff76a9525,1341403,false,oscar,2008,2009,81,SOUND EDITING,richard king,"[""the"",""dark"",""knight""]",true,155
5f8ed8cedc50381ff76a952a,60714,false,oscar,2008,2009,81,ART DIRECTION,peter lando,"[""the"",""dark"",""knight""]",false,155
5f8ed8cedc50381ff76a952f,3904,false,oscar,2008,2009,81,FILM EDITING,lee smith,"[""the"",""dark"",""knight""]",false,155
5f8ed8cedc50381ff76a954b,559,false,oscar,2008,2009,81,CINEMATOGRAPHY,wally pfister,"[""the"",""dark"",""knight""]",false,155
5f8ed8cedc50381ff76a956a,1276,false,oscar,2003,2004,76,ACTRESS IN A SUPPORTING ROLE,patricia clarkson,"[""pieces"",""of"",""april""]",false,1550
5f8ed8cedc50381ff76a963a,9971,false,oscar,1990,1991,63,SOUND EFFECTS EDITING,charles l. campbell,"[""flatliners""]",false,1551
5f8ed8cedc50381ff76a9709,1902,false,oscar,1989,1990,62,ACTRESS IN A SUPPORTING ROLE,dianne wiest,"[""parenthood""]",false,1552
5f8ed8cedc50381ff76a9c13,56108,false,oscar,1966,1967,39,WRITING (Screenplay--based on material from another medium),bill naughton,"[""alfie""]",false,15598
5f8ed8cedc50381ff76a9c15,3895,false,oscar,1966,1967,39,ACTOR,michael caine,"[""alfie""]",false,15598
5f8ed8cedc50381ff76a9c1a,10076,false,oscar,1966,1967,39,BEST PICTURE,lewis gilbert,"[""alfie""]",false,15598
5f8ed8cedc50381ff76a9c21,35314,false,oscar,1966,1967,39,ACTRESS IN A SUPPORTING ROLE,vivien merchant,"[""alfie""]",false,15598
5f8ed8cedc50381ff76a9c56,59906,false,oscar,1982,1983,55,WRITING (Screenplay Based on Material from Another Medium),donald stewart,"[""missing""]",true,15600
5f8ed8cedc50381ff76a9c5b,3151,false,oscar,1982,1983,55,ACTOR IN A LEADING ROLE,jack lemmon,"[""missing""]",false,15600
5f8ed8cedc50381ff76a9c65,5606,false,oscar,1982,1983,55,ACTRESS IN A LEADING ROLE,sissy spacek,"[""missing""]",false,15600
5f8ed8cedc50381ff76aa1b3,50239,false,oscar,1978,1979,51,MUSIC (Original Song),charles fox,"[""foul"",""play""]",false,15659
5f8ed8cedc50381ff76aa976,234817,false,oscar,2012,2013,85,SHORT FILM (Live Action),shawn christensen,"[""curfew""]",true,157289
5f8ed8cedc50381ff76aaa33,1138635,false,oscar,2012,2013,85,SHORT FILM (Animated),"fodhla cronin o'reilly","[""head"",""over"",""heels""]",false,157305
5f8ed8cedc50381ff76aaa36,1138632,false,oscar,2012,2013,85,SHORT FILM (Animated),timothy reckart,"[""head"",""over"",""heels""]",false,157305
5f8ed8cedc50381ff76aaa4e,1417828,false,oscar,2014,2015,87,VISUAL EFFECTS,andrew lockley,"[""interstellar""]",true,157336
5f8ed8cedc50381ff76aaa74,15327,false,oscar,2014,2015,87,PRODUCTION DESIGN,nathan crowley,"[""interstellar""]",false,157336
5f8ed8cedc50381ff76aaa94,65711,false,oscar,2014,2015,87,PRODUCTION DESIGN,gary fettis,"[""interstellar""]",false,157336
5f8ed8cedc50381ff76aaaa6,1341781,false,oscar,2014,2015,87,SOUND MIXING,gregg landaker,"[""interstellar""]",false,157336
5f8ed8cedc50381ff76aaaaa,947,false,oscar,2014,2015,87,MUSIC (Original Score),hans zimmer,"[""interstellar""]",false,157336
5f8ed8cedc50381ff76aaac9,1341403,false,oscar,2014,2015,87,SOUND EDITING,richard king,"[""interstellar""]",false,157336
5f8ed8cedc50381ff76aad4a,557,false,oscar,2002,2003,75,COSTUME DESIGN,colleen atwood,"[""chicago""]",true,1574
5f8ed8cedc50381ff76aad4c,647,false,oscar,2002,2003,75,CINEMATOGRAPHY,dion beebe,"[""chicago""]",false,1574
5f8ed8cedc50381ff76aad4d,15557,false,oscar,2002,2003,75,WRITING (Adapted Screenplay),bill condon,"[""chicago""]",false,1574
5f8ed8cedc50381ff76aad4f,4764,false,oscar,2002,2003,75,ACTOR IN A SUPPORTING ROLE,john c. reilly,"[""chicago""]",false,1574
5f8ed8cedc50381ff76aad66,14915,false,oscar,2002,2003,75,ART DIRECTION,gordon sim,"[""chicago""]",true,1574
5f8ed8cedc50381ff76aad6a,11002,false,oscar,2002,2003,75,ART DIRECTION,john myhre,"[""chicago""]",true,1574
5f8ed8cedc50381ff76aad72,17633,false,oscar,2002,2003,75,DIRECTING,rob marshall,"[""chicago""]",false,1574
5f8ed8cedc50381ff76aad73,17634,false,oscar,2002,2003,75,BEST PICTURE,martin richards,"[""chicago""]",true,1574
5f8ed8cedc50381ff76aad74,9154,false,oscar,2002,2003,75,FILM EDITING,martin walsh,"[""chicago""]",true,1574
5f8ed8cedc50381ff76aad7c,9137,false,oscar,2002,2003,75,ACTRESS IN A LEADING ROLE,renée zellweger,"[""chicago""]",false,1574
5f8ed8cedc50381ff76aafb8,6349,false,oscar,1982,1983,55,WRITING (Screenplay Based on Material from Another Medium),alan j. pakula,"[""sophie"",""s"",""choice""]",false,15764
5f8ed8cedc50381ff76aafc9,5064,false,oscar,1982,1983,55,ACTRESS IN A LEADING ROLE,meryl streep,"[""sophie"",""s"",""choice""]",true,15764
5f8ed8cedc50381ff76aafcf,9780,false,oscar,1993,1994,66,ACTRESS IN A LEADING ROLE,angela bassett,"[""what"",""s"",""love"",""got"",""to"",""do"",""with"",""it""]",false,15765
5f8ed8cedc50381ff76aafd5,2975,false,oscar,1993,1994,66,ACTOR IN A LEADING ROLE,laurence fishburne,"[""what"",""s"",""love"",""got"",""to"",""do"",""with"",""it""]",false,15765
5f8ed8cedc50381ff76ab1fb,14702,false,oscar,1980,1981,53,ACTRESS IN A SUPPORTING ROLE,cathy moriarty,"[""raging"",""bull""]",false,1578
5f8ed8cedc50381ff76ab1fc,1044,false,oscar,1980,1981,53,CINEMATOGRAPHY,michael chapman,"[""raging"",""bull""]",false,1578
5f8ed8cedc50381ff76ab200,16514,false,oscar,1980,1981,53,BEST PICTURE,robert chartoff,"[""raging"",""bull""]",false,1578
5f8ed8cedc50381ff76ab20a,380,false,oscar,1980,1981,53,ACTOR IN A LEADING ROLE,robert de niro,"[""raging"",""bull""]",true,1578
5f8ed8cedc50381ff76ab222,11472,false,oscar,1980,1981,53,BEST PICTURE,irwin winkler,"[""raging"",""bull""]",false,1578
5f8ed8cedc50381ff76ab228,4517,false,oscar,1980,1981,53,ACTOR IN A SUPPORTING ROLE,joe pesci,"[""raging"",""bull""]",false,1578
5f8ed8cedc50381ff76ab231,1032,false,oscar,1980,1981,53,DIRECTING,martin scorsese,"[""raging"",""bull""]",false,1578
5f8ed8cedc50381ff76ab23e,3661,false,oscar,1980,1981,53,FILM EDITING,thelma schoonmaker,"[""raging"",""bull""]",true,1578
5f8ed8cedc50381ff76ab5a8,42027,false,oscar,2006,2007,79,MAKEUP,aldo signoretti,"[""apocalypto""]",false,1579
5f8ed8cedc50381ff76ab5b7,42036,false,oscar,2006,2007,79,SOUND EDITING,kami asgar,"[""apocalypto""]",false,1579
5f8ed8cedc50381ff76ab5ca,1378171,false,oscar,2006,2007,79,SOUND MIXING,"kevin o'connell","[""apocalypto""]",false,1579
5f8ed8cedc50381ff76ab5e5,42034,false,oscar,2006,2007,79,SOUND MIXING,greg p. russell,"[""apocalypto""]",false,1579
5f8ed8cedc50381ff76ab608,42035,false,oscar,2006,2007,79,SOUND EDITING,sean mccormack,"[""apocalypto""]",false,1579
5f8ed8cedc50381ff76ab612,42028,false,oscar,2006,2007,79,MAKEUP,vittorio sodano,"[""apocalypto""]",false,1579
5f8ed8cedc50381ff76ab7d1,18800,false,oscar,1943,1944,16,FILM EDITING,george amy,"[""air"",""force""]",true,15807
5f8ed8cedc50381ff76ab7e3,13802,false,oscar,1943,1944,16,WRITING (Original Screenplay),dudley nichols,"[""air"",""force""]",false,15807
5f8ed8cedc50381ff76ab7f0,14569,false,oscar,1943,1944,16,CINEMATOGRAPHY (Black-and-White),james wong howe,"[""air"",""force""]",false,15807
5f8ed8cedc50381ff76abbe7,1583007,false,oscar,1946,1947,19,SOUND RECORDING,john aalberg,"[""it"",""s"",""a"",""wonderful"",""life""]",false,1585
5f8ed8cedc50381ff76abc09,2662,false,oscar,1946,1947,19,DIRECTING,frank capra,"[""it"",""s"",""a"",""wonderful"",""life""]",false,1585
5f8ed8cedc50381ff76abc50,17762,false,oscar,1946,1947,19,FILM EDITING,william hornbeck,"[""it"",""s"",""a"",""wonderful"",""life""]",false,1585
5f8ed8cedc50381ff76abc54,854,false,oscar,1946,1947,19,ACTOR,james stewart,"[""it"",""s"",""a"",""wonderful"",""life""]",false,1585
5f8ed8cedc50381ff76abdc2,1243,false,oscar,1978,1979,51,WRITING (Screenplay Written Directly for the Screen),woody allen,"[""interiors""]",false,15867
5f8ed8cedc50381ff76abdc6,10441,false,oscar,1978,1979,51,ART DIRECTION,mel bourne,"[""interiors""]",false,15867
5f8ed8cedc50381ff76abdc9,421542,false,oscar,1978,1979,51,ART DIRECTION,daniel robert,"[""interiors""]",false,15867
5f8ed8cedc50381ff76abdce,41283,false,oscar,1978,1979,51,ACTRESS IN A LEADING ROLE,geraldine page,"[""interiors""]",false,15867
5f8ed8cedc50381ff76abdd6,21151,false,oscar,1978,1979,51,ACTRESS IN A SUPPORTING ROLE,maureen stapleton,"[""interiors""]",false,15867
5f8ed8cedc50381ff76abdf1,6193,false,oscar,1993,1994,66,ACTOR IN A SUPPORTING ROLE,leonardo dicaprio,"[""what"",""s"",""eating"",""gilbert"",""grape""]",false,1587
5f8ed8cedc50381ff76ac247,1140438,false,oscar,2013,2014,86,DOCUMENTARY (Feature),zachary heinzerling,"[""cutie"",""and"",""the"",""boxer""]",false,159002
5f8ed8cedc50381ff76ac252,529913,false,oscar,2013,2014,86,DOCUMENTARY (Feature),jeremy scahill,"[""dirty"",""wars""]",false,159004
5f8ed8cedc50381ff76ac29a,228643,false,oscar,2013,2014,86,DOCUMENTARY (Feature),morgan neville,"[""20"",""feet"",""from"",""stardom""]",true,159014
5f8ed8cedc50381ff76ac2d1,115892,false,oscar,2013,2014,86,DOCUMENTARY (Feature),jehane noujaim,"[""the"",""square""]",false,159037
5f8ed8cedc50381ff76ac51e,78934,false,oscar,1955,1956,28,ACTRESS IN A SUPPORTING ROLE,betsy blair,"[""marty""]",false,15919
5f8ed8cedc50381ff76ac520,7502,false,oscar,1955,1956,28,ACTOR,ernest borgnine,"[""marty""]",true,15919
5f8ed8cedc50381ff76ac524,31498,false,oscar,1955,1956,28,WRITING (Screenplay),paddy chayefsky,"[""marty""]",true,15919
5f8ed8cedc50381ff76ac526,67451,false,oscar,1955,1956,28,DIRECTING,delbert mann,"[""marty""]",true,15919
5f8ed8cedc50381ff76ac530,13780,false,oscar,1955,1956,28,BEST MOTION PICTURE,harold hecht,"[""marty""]",true,15919
5f8ed8cedc50381ff76ac538,78937,false,oscar,1955,1956,28,ACTOR IN A SUPPORTING ROLE,joe mantell,"[""marty""]",false,15919
5f8ed8cedc50381ff76ac53b,4101,false,oscar,1955,1956,28,CINEMATOGRAPHY (Black-and-White),joseph lashelle,"[""marty""]",false,15919
